label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
2	604 m	1.6226	volleyball	pig	1.4789	920	0.8014	756 N	-0.1674	0.1486	ice hockey	609	750 m^3	0.8663
0	1047 m	-0.3907	boxing	guinea pig, reptile	0.9901	335	1.3167	1372 N	0.8748	0.8247	track & field	-38	577 m^3	1.162
3	1030 m	1.0316	motor sports	hamster	0.169	1397	-0.0033	13 N	0.8966	1.0735	soccer	839	412 m^3	0.6091
0	909 m	0.142	volleyball	reptile	1.1926	1359	0.8238	1299 N	0.4121	0.1994	motor sports	345	1604 m^3	0.5725
4	926 m	0.664	badminton	fish, ferret, rabbit, chicken	0.7118	-149	0.8073	-31 N	0.8091	1.2783	baseball	240	1280 m^3	0.7545
4	1370 m	0.9875	football	?	0.8281	-20	0.5857	1143 N	0.3961	1.0228	baseball	554	1425 m^3	0.3687
1	734 m	0.0316	soccer	cat	1.4062	864	1.0083	657 N	0.162	1.0841	Badminton	1239	1069 m^3	0.3417
3	911 m	0.6944	basketball	reptile, bird	0.0795	815	0.0873	233 N	0.6475	0.8685	boxing	1117	724 m^3	0.1026
0	929 m	-0.4384	golf	guinea pig, bird	0.8079	563	1.0192	782 N	None	0.4208	volleyball	357	1012 m^3	0.9082
2	-43 m	0.9995	tennis	pig	0.7831	1118	0.8445	820 N	0.3277	0.8819	ice hockey	818	1157 m^3	
2	670 m	0.4397	basketball	pig	0.8636	368	1.7277	1063 N	0.1118	0.2889	ice hockey	1678	901 m^3	0.7895
4	1128 m	0.9995	badminton	rat, ferret, chicken	1.0242	56	0.4807	868 N	0.7835	0.9755	tennis	496	702 m^3	0.0253
4	1068 m	0.8149	badminton	fish, chicken, rabbit	0.4536	690	0.1166	1230 N	0.8392	0.5204	baseball	-37	96 m^3	n/a
0	1238 m	-0.1336	golf	reptile, bird	0.7029	514	0.8515	720 N	0.5089	0.8013	motor sports	472	906 m^3	0.917
2	450 m	1.1327	ice hockey	pig	1.2083	182	1.0407	1281 N	-0.0301	1.0214	NULL	1361	827 m^3	1.0138
3	895 m	0.2216	ice hockey	hamster	0.5208	506	0.4061	975 N	1.2844	0.6535	boxing	577	-43 m^3	0.7762
1	1049 m	0.5708	tennis	hamster	0.9514	866	0.4655	155 N	-0.2139	1.6944	running	985	1021 m^3	1.0353
0	1186 m	0.4395	running	guinea pig, reptile	0.6068	1037	0.7476	414 N	0.2058	0.7425	Tennis	663	995 m^3	0.9308
0	310 m	-0.3957	football	bird, guinea pig	1.0936	866	1.3898	604 N	0.6448	0.7465	tennis	948	1269 m^3	0.3125
3	836 m	0.4612	badminton	hamster	0.2601	861	0.2605	513 N	0.6127	1.1119	boxing		313 m^3	0.2421
2	628 m	0.9975	tennis	pig	0.9353	1080	0.348	1143 N	0.4268	0.1031	ice hockey	685	945 m^3	1.0959
1	653 m	-0.0067	tennis	dog	0.5913	?	1.519	228 N	0.4336	1.2411	basketball	1167	494 m^3	0.2266
2	910 m	0.723	ice hockey	pig	1.0179	134	0.8934	971 N	0.9477	0.0438	track & field	842	1112 m^3	0.6944
0	936 m	0.2354	running	bird, reptile	0.066	997	1.5654	1360 N	-0.033	-0.3906	football	692	614 m^3	0.4442
3	1217 m	0.0854	basketball	hamster	0.5268	38	0.123	-237 N	0.4963	1.2272	boxing	616	616 m^3	0.0819
2	1076 m	1.0859	ice hockey	pig	0.885	1270	0.4907	764 N	0.7772	0.6204	track & field	403	634 m^3	0.1038
1	837 m	0.2757	baseball	cat	1.4376	807	0.8731	755 N	-0.4085	0.6542	basketball	1046	420 m^3	0.293
3	1228 m	0.8662	basketball	hamster	0.3066	558	0.2148	285 N	0.5777	0.5531	boxing	1185	683 m^3	1.0157
1	1039 m	0.4512	soccer	dog	1.1331	1088	0.5716	467 N	0.1903	1.3887	basketball	1217	817 m^3	1.2024
4	1230 m	0.3297	badminton	FERRET	0.9556	479	0.7012	685 N	0.6183	1.3616	boxing	25	-154 m^3	0.4098
4	862 m	0.7807	badminton	fish	NULL	279	0.3629	1027 N	0.8833	1.0693	Baseball	-329	492 m^3	-0.1869
0	776 m	0.2671	golf	bird	1.5146	561	1.0542	1281 N	0.5924	0.5016	tennis	237	430 m^3	0.3508
4	762 m	0.9382	football	rabbit, chicken	1.0634	585	0.7698	664 N	0.5518	0.9409	baseball	303	1383 m^3	0.5958
4	984 m	0.2158	football	chicken	0.8229	92	0.2357	1069 N	0.8917	1.0968	baseball	224	355 m^3	0.2099
1	357 m	None	track & field	cat	0.7715	1633	0.964	720 N	-0.0211	1.2909	badminton	646	764 m^3	1.3538
3	1098 m	0.4363	motor sports	hamster	0.6189	1225	0.7919	226 N	0.7623	1.3927	boxing	433	-208 m^3	1.1724
4	1293 m	0.4552	badminton	ferret, rat	0.8311	308	0.6412	795 N	1.0663	0.7496	baseball	357	756 m^3	-0.4502
3	1274 m	0.0728	basketball	hamster	0.3532	892	0.2664	-371 N	1.3285	1.5118	boxing	1107	185 m^3	0.5244
